Company,Year,Total no. of sites,ISO 14001 sites,% certified sites,Production,Water intake,Water intake - KPI,Total Electricity,Renewable Electricity Purchased,Non-Renewable Electricity Purchased,Self-generated AND consumed electricity on-site,Purchased Steam,Sold Electricity,Sold Steam,Natural Gas,Coal,Propane,Fuel Oil,Diesel,Petrol,Biomass,Waste tires,LPG,Other,Total energy,Total energy - KPI,Total CO2 - Scope 1,Total CO2 - Scope 2,Total CO2,Total CO2 - KPI,Renewable_Electricity_Share_%,Scope1_Share_%,Scope2_Share_%,Fossil_Energy_Share_%,Water_per_ton,CO2_per_ton,Energy_per_ton,ISO_Certification_%
AlphaTread Ltd,2021,18.0,18.0,1.0,996618.535449073,9175783.83526849,9.20691669770512,3649139.61786021,894532.038414344,2754607.57944587,44726.6019207172,555225.306813975,0.0,0.0,4877319.29942108,79030.5679570103,362414.271044619,207067.20207871,77432.8940831468,20417.3785200473,0.0,0.0,1210033.27210819,2294.8597279503,11040374.6696149,11.077833972494,395221.427359956,344325.947430733,739547.374790689,0.742056612922066,24.5135,53.441,46.559,61.9183,9.2069,0.7421,11.0778,100.0
AlphaTread Ltd,2022,18.0,18.0,1.0,1025797.63845358,9648024.07577658,9.40538729482869,4183648.83816099,1059028.17586805,3124620.66229293,52951.4087934025,512898.697529779,0.0,0.0,4789953.74861171,42317.4028084237,350063.826857526,170602.425186788,75863.6631772162,21646.8909522289,0.0,0.0,1286395.50737247,2425.8730015302,11435816.8736587,11.1482191467105,387493.048964912,390577.582786617,778070.631751529,0.758503044444996,25.3135,49.8018,50.1982,58.9312,9.4054,0.7585,11.1482,100.0
AlphaTread Ltd,2023,18.0,18.0,1.0,1146651.02500323,10404666.6453219,9.07396096845825,3986657.11334548,1041055.92181473,2945601.19153075,52052.7960907365,543962.931102839,0.0,0.0,4631550.01493978,9218.36853893388,358262.333578609,153107.936038275,84231.3798251132,21803.1507522092,0.0,0.0,1213067.1297726,2250.8894598077,11004111.2473536,9.5967395549336,371130.016872065,368200.148941344,739330.165813409,0.644773474834095,26.1135,50.1981,49.8019,58.8279,9.074,0.6448,9.5967,100.0
BetaRubber Inc,2009,35.0,35.0,0.9852,2606372.92782371,20924975.3015305,8.02838883037453,8636268.77073059,985405.75057723,7650863.02015336,49270.2875288615,1554673.58172141,0.0,0.0,8337416.06701891,81695.6431050626,91704.9218463313,1476189.06668259,49555.7556970924,55608.4444151535,0.0,0.0,1216947.29697272,1869.19233071743,21501928.7405206,8.24975141161952,671464.62676835,956357.87751917,1627822.50428752,0.624554716215047,11.4101,41.2493,58.7507,52.6045,8.0284,0.6246,8.2498,98.52
BetaRubber Inc,2010,35.0,35.0,0.8867,2478885.12308149,18925877.4384712,7.63483441094054,9869101.672817,1205025.86641033,8664075.80640667,60251.2933205167,1590272.03110758,0.0,0.0,8408076.09477286,75939.1500089207,91823.3412958411,1376317.44209533,48788.5264847897,51895.8048224315,0.0,0.0,1337441.2457759,1808.36867824694,22851463.6778589,9.21844399527976,673600.395704262,1083009.47580083,1756609.8715051,0.708628994199401,12.2101,38.3466,61.6534,49.8528,7.6348,0.7086,9.2184,88.67
BetaRubber Inc,2011,35.0,35.0,0.9655,2858846.60621519,20534599.1272476,7.18282648764888,9459400.76823597,1230676.23707685,8228724.53115911,61533.8118538425,1657891.93212578,0.0,0.0,9372581.41278289,68992.6119975191,91780.8913946925,1213435.13575183,52811.494537526,53735.4300431125,0.0,0.0,1401149.56346938,2016.37671645803,23373795.6170552,8.17595304562338,718454.034194845,1028590.56639489,1747044.60058974,0.611101203118636,13.0101,41.124,58.876,52.4369,7.1828,0.6111,8.176,96.55
BetaRubber Inc,2012,36.0,36.0,0.9393,3033585.924044,24927827.173129,8.21728073549941,10415901.8837558,1438445.07614072,8977456.80761503,71922.2538070359,1822469.35126285,0.0,0.0,9254289.35134013,63243.6720939797,106608.184955162,1203077.46630451,54469.382114665,56221.9469882599,0.0,0.0,1362966.20005176,1888.06344511203,24341135.5023122,8.0238820036004,709549.471547339,1122182.10095188,1831731.57249922,0.603817270505191,13.8101,38.7365,61.2635,49.7214,8.2173,0.6038,8.0239,93.93
BetaRubber Inc,2013,36.0,36.0,0.9456,2762917.11499754,22079400.0534007,7.99133637905759,10064155.3436755,1470381.81689589,8593773.52677959,73519.0908447945,1868983.83959577,0.0,0.0,8818602.87477075,53702.1426245151,100055.503731604,1082657.35931861,50893.8499655558,54460.0199306089,0.0,0.0,1319313.65050274,1879.28793157145,23414703.8720472,8.47463130361333,671630.436979815,1074221.69084745,1745852.12782726,0.631887260877465,14.6101,38.4701,61.5299,49.0357,7.9913,0.6319,8.4746,94.56
BetaRubber Inc,2014,36.0,36.0,0.956,3036186.41913554,21650668.4525818,7.1308758632634,10106273.2036523,1557385.45836533,8548887.74528693,77869.2729182664,1886240.18929854,0.0,0.0,9230372.08155606,49557.2225651111,104608.365180306,1121707.49822659,54317.6203992959,55805.2170901731,0.0,0.0,1513906.99127384,2047.17320842953,24124835.5624506,7.94576887980395,708922.369304681,1068610.96816087,1777533.33746555,0.585449340746225,15.4101,39.8824,60.1176,50.2898,7.1309,0.5854,7.9458,95.6
BetaRubber Inc,2015,37.0,37.0,1.0,2952630.28853323,20843601.8842618,7.05933349163611,10237171.0427461,1659454.29714237,8577716.74560374,82972.7148571183,1992768.73338137,0.0,0.0,10105264.057042,49762.6121930355,106913.546380809,1022177.26217726,55192.0334829454,55006.3417192472,0.0,0.0,1398528.55284025,1875.56790058866,25024659.7498636,8.47537866391495,743989.500936162,1072214.59320047,1816204.09413663,0.615113954899806,16.2101,40.964,59.036,51.1284,7.0593,0.6151,8.4754,100.0
BetaRubber Inc,2016,37.0,37.0,1.0,3044107.80220693,21575722.2291522,7.08769978957715,10432926.3502283,1774649.81292058,8658276.53730768,88732.4906460292,2012817.75002823,0.0,0.0,9622696.15219582,38610.5763875173,110094.244122936,858610.663653715,57073.6774018133,50016.8671567137,0.0,0.0,1470450.75716599,1983.95617531993,24655280.9945163,8.0993455542677,707234.933381407,1082284.56716346,1789519.50054487,0.587863379623906,17.0101,39.5209,60.4791,49.521,7.0877,0.5879,8.0993,100.0
BetaRubber Inc,2017,37.0,37.0,1.0,2903454.64687193,22764257.9399184,7.84040417660517,10304013.3561261,1835153.70776209,8468859.64836397,91757.6853881043,1986118.63763928,0.0,0.0,9262103.27108106,34516.578014618,107811.998740113,819427.071246038,59559.2159770548,53065.859783469,0.0,0.0,1589237.65736013,2068.01373214191,24217921.6597,8.3410711049995,690505.385606119,1058607.4560455,1749112.84165162,0.602424716203521,17.8101,39.4775,60.5225,49.2519,7.8404,0.6024,8.3411,100.0
BetaRubber Inc,2018,38.0,38.0,1.0,3079466.53196724,22026057.8477774,7.15255633374481,10310804.7671031,1918849.70207908,8391955.06502403,95942.4851039541,2052864.08604715,0.0,0.0,11003047.763638,28887.2906625499,118152.922197571,807306.986145939,59777.7857038118,56313.5290523362,0.0,0.0,1671651.3485468,1869.26483131075,26110675.7439286,8.47896071377288,792202.384550224,1048994.383128,1841196.76767823,0.597894716037725,18.6101,43.0265,56.9735,52.649,7.1526,0.5979,8.479,100.0
BetaRubber Inc,2019,38.0,38.0,1.0,3020912.80316585,21868363.4427441,7.23899194304005,10716061.9318373,2079996.90707008,8636065.02476722,103999.845353504,2138070.43705767,0.0,0.0,10502472.7976019,22915.300903524,121493.299860727,732304.621757256,56386.3793637555,55040.9295313517,0.0,0.0,1654416.03523547,1842.61227950651,26001004.3454285,8.6070025980823,756650.073003511,1079508.1280959,1836158.20109941,0.607815690401644,19.4101,41.2083,58.7917,50.5629,7.239,0.6078,8.607,100.0
BetaRubber Inc,2020,38.0,38.0,1.0,3507947.77554971,28888954.9145177,8.23528648740806,10896673.9436825,2202227.24662967,8694446.69705286,110111.362331484,1962125.42930694,0.0,0.0,10284948.4841548,18920.7208467922,128894.105005443,621630.267826723,62832.5102801134,50441.3682014131,0.0,0.0,1672620.68911909,2003.70351829251,25701091.2219422,7.32653188313635,737160.041967824,1086805.83713161,1823965.87909943,0.51995240402734,20.2101,40.4152,59.5848,49.9679,8.2353,0.52,7.3265,100.0
BetaRubber Inc,2021,39.0,39.0,1.0,3186134.5118275,25487525.671778,7.99951338437339,12517963.0714401,2630034.88886376,9887928.18257633,131501.744443188,2199676.44813138,0.0,0.0,10156371.3804041,13789.9004812353,127982.442837795,548114.81532999,61224.1180599124,52991.7878159207,0.0,0.0,1656522.54221422,1913.83996070488,27336550.3466754,8.57984816560546,722859.811591271,1235991.02282204,1958850.83441331,0.614804813526143,21.0101,36.9022,63.0978,46.1613,7.9995,0.6148,8.5798,100.0
BetaRubber Inc,2022,39.0,39.0,1.0,3662314.61256549,29520643.9183408,8.06065208517443,11319046.1178073,2468693.76691564,8850352.35089168,123434.688345782,2369206.66762937,0.0,0.0,11258891.7294544,7578.11427436542,128939.520281316,486544.753197263,65486.2139971809,58142.4455734836,0.0,0.0,1624719.12830314,2060.55941318,27320615.249931,7.45993125664119,778315.091760725,1106294.04386146,1884609.13562219,0.514595094904203,21.8101,41.2985,58.7015,49.8977,8.0607,0.5146,7.4599,100.0
BetaRubber Inc,2023,39.0,39.0,1.0,3555347.09037518,27180944.8486943,7.64508897662252,12182625.4671502,2754502.17508702,9428123.29206317,137725.108754351,2331262.20712391,0.0,0.0,10811689.4406371,1689.91445915012,133883.339003932,393519.906376626,68243.1150717205,51894.7572033468,0.0,0.0,1708891.57610439,1998.39024812119,27685698.1133785,7.7870591561447,750268.422117362,1178515.4115079,1928783.83362526,0.542502260565992,22.6101,38.8985,61.1015,47.5762,7.6451,0.5425,7.7871,100.0
DeltaGrip GmbH,2009,13.0,13.0,0.864,1452696.53163081,12590168.5665067,8.66675750397287,14755531.2517978,1452179.26669964,13303351.9850982,72608.9633349821,950320.100363432,0.0,0.0,19803087.537639,878520.674000613,398093.036388693,1723950.95583735,235949.402647952,18762.9242848224,0.0,0.0,841779.213729422,1229.3356946024,39607224.4323837,27.2646238013112,1419062.47398535,1662918.99813727,3081981.47212263,2.12155904899337,9.8416,46.0438,53.9562,60.346,8.6668,2.1216,27.2646,86.4
DeltaGrip GmbH,2010,13.0,13.0,0.9327,1416120.73558858,11165188.9023937,7.88434815040903,15144708.8307046,1611638.20901816,13533070.6216864,80581.9104509078,981416.172019257,0.0,0.0,22933776.3407071,820981.874688961,393539.457244832,1656343.65883597,238218.618412554,20821.3846212385,0.0,0.0,819977.326704295,1200.16603280786,43010983.8299716,30.3723988704218,1582793.41129966,1691633.8277108,3274427.23901046,2.31225146043039,10.6416,48.338,51.662,62.507,7.8843,2.3123,30.3724,93.27
DeltaGrip GmbH,2011,13.0,13.0,0.8948,1460125.57782567,11893809.5802439,8.14574428451242,15693219.5242838,1795554.23840217,13897665.2858816,89777.7119201085,1002365.07309734,0.0,0.0,20903558.4311551,721831.354246073,407745.615648475,1512042.16593739,249114.794711541,19329.6028761025,0.0,0.0,815015.30001296,1084.74472168026,41325306.6066904,28.3025701585404,1449623.7178758,1737208.1607352,3186831.87861101,2.18257383269502,11.4416,45.4879,54.5121,59.5996,8.1457,2.1826,28.3026,89.48
DeltaGrip GmbH,2012,14.0,14.0,0.9358,1597639.85046636,12288250.2135955,7.69150206788378,15535127.6364733,1901747.02981133,13633380.606662,95087.3514905664,952878.627461646,0.0,0.0,23564065.344906,680649.188163823,449389.610206721,1390460.11524196,259919.678462247,20467.8303326535,0.0,0.0,924989.803809017,1140.76171857168,43779088.5967759,27.4023514022867,1595236.25362592,1704172.57583275,3299408.82945866,2.06517684726977,12.2416,48.3492,51.6508,62.3382,7.6915,2.0652,27.4024,93.58
DeltaGrip GmbH,2013,14.0,14.0,0.9253,1467326.68207818,11958584.1927053,8.14991258508861,16125775.941819,2103057.99638224,14022717.9454368,105152.899819112,1114814.37261949,0.0,0.0,22981963.5778368,603110.247820152,434997.596758937,1380406.39397749,255443.408871316,19950.8467606495,0.0,0.0,830283.159010152,1136.04218203241,43747881.5876561,29.814684161332,1547846.95044014,1752839.7431796,3300686.69361974,2.24945592139371,13.0416,46.8947,53.1053,60.591,8.1499,2.2495,29.8147,92.53
DeltaGrip GmbH,2014,14.0,14.0,0.9008,1742406.57392104,14430090.4548448,8.28170110858335,15944504.2027661,2206973.30836041,13737530.8944057,110348.665418021,1136291.27336276,0.0,0.0,25068757.5580446,573398.107285084,439370.730656583,1212996.88969179,274342.766522948,20276.738796008,0.0,0.0,952417.666618925,1056.8430535707,45623412.7767984,26.184137192578,1657680.96667575,1717191.36180071,3374872.32847646,1.93690288993905,13.8416,49.1183,50.8817,62.5613,8.2817,1.9369,26.1841,90.08
DeltaGrip GmbH,2015,15.0,15.0,1.0,1542347.16356845,12651242.3669829,8.20259061371914,16989233.0070071,2487494.27691554,14501738.7300916,124374.713845777,1187170.33097132,0.0,0.0,25216070.1525091,478718.413199473,428504.681362489,1191303.58420344,287109.666355875,19293.2631687279,0.0,0.0,947357.887507366,1215.30377234464,46745976.2900573,30.3083361478121,1655191.33486599,1812717.34126145,3467908.67612744,2.24846179773424,14.6416,47.7288,52.2712,61.1166,8.2026,2.2485,30.3083,100.0
DeltaGrip GmbH,2016,15.0,15.0,1.0,1569801.50925453,13209354.4750612,8.41466541928221,15725573.713071,2428279.02138396,13297294.691687,121413.951069198,1101056.89454552,0.0,0.0,23380078.571185,427558.092256883,472816.366272585,1133723.28342926,262229.281526474,18157.1935730015,0.0,0.0,994515.503949215,1163.48108393989,43516872.3808929,27.7212578305891,1546390.77879431,1662161.83646088,3208552.61525519,2.04392249360167,15.4416,48.1959,51.8041,61.3331,8.4147,2.0439,27.7213,100.0
DeltaGrip GmbH,2017,15.0,15.0,1.0,1657094.98311371,14192451.0236228,8.56465752913869,15660873.0890014,2543575.1993397,13117297.8896617,127178.759966985,1140329.41296607,0.0,0.0,24316586.2343879,352674.433281734,440327.443738908,1048451.44090987,300887.869879312,20021.9606699967,0.0,0.0,906317.91673896,1130.971435636,44187600.7730098,26.6657018597573,1581208.42714504,1639662.23620771,3220870.66335275,1.94368500066344,16.2416,49.0926,50.9074,61.9776,8.5647,1.9437,26.6657,100.0
DeltaGrip GmbH,2018,16.0,16.0,1.0,1721191.82830258,14021791.1760709,8.14655923035552,17332228.9667677,2953687.84306275,14378541.1237049,147684.392153138,1157181.58435743,0.0,0.0,24807143.7495636,325702.58010779,464315.689009043,899506.335312022,287852.843280972,18650.1017592535,0.0,0.0,990024.39093594,1155.28000717086,46283761.5211008,26.8905305963168,1599788.40049344,1797317.64046311,3397106.04095655,1.97369403287648,17.0416,47.0927,52.9073,60.0521,8.1466,1.9737,26.8905,100.0
DeltaGrip GmbH,2019,16.0,16.0,1.0,1942775.03186401,15096863.5499125,7.77077289048116,18624388.3908921,3322887.49454787,15301500.8963442,166144.374727394,1225533.42344153,0.0,0.0,25416276.2310887,252896.696581828,512542.612019953,865716.512374508,273268.294911052,19800.1595102854,0.0,0.0,998212.914294704,1215.43733743283,48189850.672452,24.8046479299335,1626934.64575906,1912687.61204303,3539622.25780209,1.8219413981278,17.8416,45.9635,54.0365,58.8089,7.7708,1.8219,24.8046,100.0
DeltaGrip GmbH,2020,16.0,16.0,1.0,1773995.69092631,14933775.1511364,8.41815751161076,17949668.9932321,3346104.16060179,14603564.8326303,167305.20803009,1190370.89444291,0.0,0.0,27482955.3097997,195574.704727212,522140.761620547,776296.792765234,308060.183069762,20522.6216991441,0.0,0.0,1039614.23676034,1215.3000537891,49486419.7981707,27.8954565962507,1736065.05965248,1825445.60407878,3561510.66373126,2.00762080874705,18.6416,48.7452,51.2548,61.3226,8.4182,2.0076,27.8955,100.0
DeltaGrip GmbH,2021,17.0,17.0,1.0,1916699.85516774,14927998.5812074,7.78838613722389,17823022.7151752,3465079.45916827,14357943.2560069,173253.972958413,1258910.59723716,0.0,0.0,28441912.5862968,124717.503683865,500685.543808222,692873.076202022,290403.222981761,18322.8845397527,0.0,0.0,1045234.48371127,1227.7365109513,50197310.350147,26.189447562594,1774175.67636645,1794742.90700086,3568918.58336731,1.86201223615942,19.4416,49.7119,50.2881,61.9861,7.7884,1.862,26.1894,100.0
DeltaGrip GmbH,2022,17.0,17.0,1.0,1918287.24743646,16431095.7373897,8.56550329433074,19309124.032163,3908474.21458715,15400649.8175758,195423.710729358,1217722.73984052,0.0,0.0,29401768.9785588,74858.9982033401,553483.452460987,606177.957453692,304133.565717432,18269.9605333441,0.0,0.0,1137067.5007985,1075.99623224616,52623683.1819619,27.4326398469711,1826063.08069219,1925081.22719698,3751144.30788917,1.95546538345708,20.2416,48.6802,51.3198,60.9931,8.5655,1.9555,27.4326,100.0
DeltaGrip GmbH,2023,17.0,17.0,1.0,2090046.63566831,17758979.5461843,8.49692980200209,19355776.9385323,4072763.72132273,15283013.2172096,203638.186066137,1390023.60163923,0.0,0.0,30606161.9349065,17496.8565793862,526020.574077665,523109.940248931,293342.117623715,19582.6265378483,0.0,0.0,1070831.65951802,1173.18353509663,53803519.4331987,25.7427363174576,1875600.22845299,1910376.6521512,3785976.88060419,1.81143177190091,21.0416,49.5407,50.4593,61.4416,8.4969,1.8114,25.7427,100.0
EpsilonWheel Co,2009,19.0,19.0,0.9377,3922884.468241,24703414.1958075,6.29725764187095,15221251.8377115,1587933.14195562,13633318.6957559,79396.6570977807,2551176.60516159,0.0,0.0,15392691.906015,125940.853757886,352765.87926985,427071.977876597,289887.56022393,26788.9995859001,0.0,0.0,1391137.51113347,5002.04222420984,35783715.17296,9.12178665027196,1032548.90219842,1704164.83696949,2736713.73916791,0.697627921832488,10.4323,37.7295,62.2705,50.3338,6.2973,0.6976,9.1218,93.77
EpsilonWheel Co,2010,19.0,19.0,0.8953,4169368.98680293,24601252.1838566,5.90047373157078,13734979.7499311,1542759.98357122,12192219.7663598,77137.9991785612,2988971.47819191,0.0,0.0,15963508.6927835,126608.528165258,318688.910122735,426665.230819647,262380.82004737,27831.0484795357,0.0,0.0,1574872.16362383,4940.62605875565,35429447.2482236,8.49755619144441,1070790.4767531,1524027.47079498,2594817.94754808,0.622352676330954,11.2323,41.2665,58.7335,52.7965,5.9005,0.6224,8.4976,89.53
EpsilonWheel Co,2011,19.0,19.0,0.9129,4294525.9755239,26713947.7896204,6.22046482938352,14105205.4393953,1697186.64497463,12408018.7944207,84859.3322487314,2818900.47990098,0.0,0.0,15798230.4484216,117017.383791772,343821.386570631,408122.735763912,264079.041488548,27458.1798500006,0.0,0.0,1556219.18885468,5098.44803295759,35444152.7320704,8.25333294852094,1059822.79260363,1551002.34930259,2610825.14190622,0.607942566137981,12.0323,40.5934,59.4066,52.2513,6.2205,0.6079,8.2533,91.29
EpsilonWheel Co,2012,20.0,20.0,0.8649,4337335.90223497,26745076.7515307,6.16624521466029,15394750.4058323,1975507.11675354,13419243.2890788,98775.355837677,3149559.23178537,0.0,0.0,16892398.5578789,105921.373856835,339528.819364818,337747.115134297,308486.178502033,27835.8649615792,0.0,0.0,1649709.84387308,4863.44373595151,38210800.8349252,8.80973982560025,1122978.23994145,1677405.41113485,2800383.6510763,0.645646017324437,12.8323,40.1009,59.8991,51.4684,6.1662,0.6456,8.8097,86.49
EpsilonWheel Co,2013,20.0,20.0,0.8532,4264649.47854848,26710038.3315649,6.26312630520244,14999731.7565104,2044814.82433269,12954916.9321777,102240.741216634,2814714.46330368,0.0,0.0,17867876.1461983,91361.7790134662,381077.517046141,322480.844805701,285420.487382806,29697.557042601,0.0,0.0,1600099.11266373,4487.44510652988,38396947.1090733,9.00354115905959,1173369.13586329,1619364.61652221,2792733.7523855,0.654856575301948,13.6323,42.0151,57.9849,53.6045,6.2631,0.6549,9.0035,85.32
EpsilonWheel Co,2014,20.0,20.0,0.8504,4570050.69405455,28936371.7087117,6.33173976524083,15087547.4744031,2177486.54366061,12910060.9307425,108874.327183031,2880678.32890098,0.0,0.0,17365489.9232484,83980.3422483723,383511.097209388,293120.896373306,282068.158063976,29339.9552551059,0.0,0.0,1612066.21719057,4621.52872081506,38022423.9216141,8.31991294343401,1142772.93693218,1613757.61634282,2756530.55327499,0.603172861268502,14.4323,41.4569,58.5431,52.7431,6.3317,0.6032,8.3199,85.04
EpsilonWheel Co,2015,21.0,21.0,1.0,4161434.94471446,23135401.0617115,5.55947680765654,16984892.2219059,2587196.97597737,14397695.2459285,129359.848798868,3143056.52676528,0.0,0.0,19215752.4618474,78752.9911116828,399185.585552,296668.759014584,293047.548323707,28056.2351062387,0.0,0.0,1842590.83322693,4408.16765594049,42286411.3305095,10.1614976305754,1260981.43308345,1799711.90574106,3060693.33882451,0.735489892185379,15.2323,41.1992,58.8008,52.4009,5.5595,0.7355,10.1615,100.0
EpsilonWheel Co,2016,21.0,21.0,1.0,4688973.57435462,29727884.066266,6.33995555634107,16765295.7970526,2687869.66255053,14077426.1345021,134393.483127526,3176567.20338308,0.0,0.0,20293493.4152761,64628.0115151305,389180.137599401,270568.681878869,328907.087079445,27995.3575367972,0.0,0.0,1872604.70331421,4431.09026522717,43193671.4849009,9.21175408646784,1321787.73702676,1759678.26681276,3081466.00383952,0.65717282364161,16.0323,42.8948,57.1052,53.8315,6.34,0.6572,9.2118,100.0
